occupation,skill,relation_type
typesetter,gimp (graphics editor software),essential
typesetter,printing materials,essential
typesetter,graphic design,essential
typesetter,sketchbook pro,essential
typesetter,microsoft visio,essential
typesetter,quality standards,essential
typesetter,prepress processes,essential
typesetter,graphics editor software,essential
typesetter,synfig,essential
typesetter,use markup languages,essential
typesetter,produce prepress proof,essential
typesetter,interpret illustration needs,essential
typesetter,align content with form,essential
typesetter,apply desktop publishing techniques,essential
typesetter,use typesetting software,essential
typesetter,consult with editor,essential
typesetter,operate printing machinery,essential
typesetter,transcribe texts,essential
typesetter,prepare imposition,essential
typesetter,use microsoft office,essential
typesetter,digital printing,optional
typesetter,publishing industry,optional
typesetter,printing techniques,optional
typesetter,printing plate making,optional
typesetter,typesetting machines,optional
typesetter,printed goods processes,optional
typesetter,maintenance of printing machines,optional
typesetter,respect data protection principles,optional
typesetter,communicate with customers,optional
typesetter,follow work schedule,optional
typesetter,follow a brief,optional
typesetter,troubleshoot,optional
typesetter,digitise documents,optional
typesetter,manage offset printing process,optional
typesetter,develop digital content,optional
typesetter,proofread text,optional
typesetter,use word processing software,optional
typesetter,perform image editing,optional
typesetter,inspect printing output,optional
typesetter,manage data,optional
typesetter,draw design sketches,optional
product quality controller,quality assurance procedures,essential
product quality controller,quality standards,essential
product quality controller,quality control systems,essential
product quality controller,monitor manufacturing quality standards,essential
product quality controller,oversee quality control,essential
product quality controller,define quality standards,essential
product quality controller,track key performance indicators,essential
product quality controller,identify process improvements,essential
product quality controller,monitor the production line,essential
product quality controller,write inspection reports,essential
product quality controller,perform quality audits,essential
product quality controller,create solutions to problems,optional
product quality controller,set quality assurance objectives,optional
product quality controller,record test data,optional
product quality controller,operate precision measuring equipment,optional
product quality controller,maintain test equipment,optional
product quality controller,conduct performance tests,optional
product quality controller,recommend product improvements,optional
product quality controller,use technical documentation,optional
rubber products machine operator,quality standards,essential
rubber products machine operator,optimise production processes parameters,essential
rubber products machine operator,adjust the rubber machines,essential
rubber products machine operator,troubleshoot,essential
rubber products machine operator,perform test run,essential
rubber products machine operator,work safely with machines,essential
rubber products machine operator,monitor rubber processing conditions,essential
rubber products machine operator,avoid contamination,essential
rubber products machine operator,select material to process,essential
rubber products machine operator,measure materials,essential
rubber products machine operator,perform laboratory tests,optional
rubber products machine operator,work ergonomically,optional
rubber products machine operator,add colour,optional
rubber products machine operator,inspect quality of products,optional
rubber products machine operator,record test data,optional
rubber products machine operator,perform product testing,optional
rubber products machine operator,monitor stock level,optional
rubber products machine operator,segregate raw materials,optional
rubber products machine operator,monitor storage space,optional
rubber products machine operator,report test findings,optional
rubber products machine operator,wear appropriate protective gear,optional
rubber products machine operator,read standard blueprints,optional
rubber products machine operator,operate rubber mixing machine,optional
rubber products machine operator,stir rubber cement mixture,optional
rubber products machine operator,monitor automated machines,optional
rubber products machine operator,work safely with chemicals,optional
rubber products machine operator,perform machine maintenance,optional
rubber products machine operator,report defective manufacturing materials,optional
rubber products machine operator,prepare rubber sheets,optional
rubber products machine operator,program a cnc controller,optional
rubber products machine operator,ensure stock storage safety,optional
rubber products machine operator,clean mixer,optional
wood treater,woodworking processes,essential
wood treater,wood moisture content,essential
wood treater,types of wood,essential
wood treater,stack timber,essential
wood treater,mix chemicals,essential
wood treater,record wood treatment information,essential
wood treater,manipulate wood,essential
wood treater,meet contract specifications,essential
wood treater,wear appropriate protective gear,essential
wood treater,move treated wood,essential
wood treater,treat wood,essential
wood treater,work safely with chemicals,essential
wood treater,supply machine,essential
wood treater,clean wood surface,essential
wood treater,timber products,optional
wood treater,chemical processes,optional
wood treater,inspect quality of products,optional
wood treater,operate forklift,optional
wood treater,dispose of hazardous waste,optional
wood treater,operate grappler,optional
wood treater,monitor stock level,optional
wood treater,stain wood,optional
wood treater,acclimatise timber,optional
wood treater,perform machine maintenance,optional
wood treater,clean equipment,optional
wood treater,dye wood,optional
wood treater,prepare wood production reports,optional
wood treater,dry wood,optional
wood treater,report defective manufacturing materials,optional
wood treater,operate hoists,optional
wood treater,manage timber stocks,optional
biometrician,life sciences,essential
biometrician,biometrics,essential
biometrician,mathematics,essential
biometrician,research design,essential
biometrician,statistics,essential
biometrician,multidisciplinary research,essential
biometrician,scientific modelling,essential
biometrician,computational biology,essential
biometrician,scientific research methodology,essential
biometrician,data science,essential
biometrician,manage research data,essential
biometrician,interpret current data,essential
biometrician,operate open source software,essential
biometrician,speak different languages,essential
biometrician,execute analytical mathematical calculations,essential
biometrician,apply statistical analysis techniques,essential
biometrician,evaluate research activities,essential
biometrician,demonstrate disciplinary expertise,essential
biometrician,perform scientific research,essential
biometrician,manage intellectual property rights,essential
biometrician,apply for research funding,essential
biometrician,publish academic research,essential
biometrician,think abstractly,essential
biometrician,develop scientific research protocols,essential
biometrician,mentor individuals,essential
biometrician,manage personal professional development,essential
biometrician,write scientific publications,essential
biometrician,perform project management,essential
biometrician,manage open publications,essential
biometrician,synthesise information,essential
biometrician,conduct research across disciplines,essential
biometrician,plan research process,essential
biometrician,sas language,optional
biometrician,screen reader,optional
biometrician,statistical modeling techniques,optional
biometrician,stem cells,optional
biometrician,biology,optional
biometrician,proteomics,optional
biometrician,statistical analysis system software,optional
biometrician,computational chemistry,optional
biometrician,write research proposals,optional
biometrician,prepare exercise session,optional
biometrician,prepare lesson content,optional
biometrician,manage database,optional
biometrician,assist in clinical trials,optional
biometrician,create software design,optional
biometrician,apply teaching strategies,optional
biometrician,conduct public surveys,optional
biometrician,develop scientific theories,optional
biometrician,gather experimental data,optional
biometrician,write work-related reports,optional
biometrician,manage data collection systems,optional
biometrician,apply blended learning,optional
biometrician,develop statistical software,optional
biometrician,prepare visual data,optional
biometrician,provide lesson materials,optional
biometrician,assist scientific research,optional
biometrician,advise on legislative acts,optional
biometrician,assess environmental impact,optional
packaging and filling machine operator,tend packaging machines,essential
packaging and filling machine operator,monitor machine operations,essential
packaging and filling machine operator,stack goods,essential
packaging and filling machine operator,apply haccp,essential
packaging and filling machine operator,adhere to organisational guidelines,essential
packaging and filling machine operator,apply gmp,essential
packaging and filling machine operator,operate weighing machine,essential
packaging and filling machine operator,execute working instructions,essential
packaging and filling machine operator,operate package processing equipment,essential
packaging and filling machine operator,food storage,optional
packaging and filling machine operator,numerical sequences,optional
packaging and filling machine operator,operate automated process control,optional
packaging and filling machine operator,label foodstuffs,optional
packaging and filling machine operator,monitor packaging operations,optional
packaging and filling machine operator,handle chemical cleaning agents,optional
packaging and filling machine operator,ensure correct goods labelling,optional
packaging and filling machine operator,perform carbonation processes,optional
packaging and filling machine operator,operate vacuum machines,optional
packaging and filling machine operator,pump products,optional
packaging and filling machine operator,label samples,optional
aircraft assembly inspector,quality assurance procedures,essential
aircraft assembly inspector,aircraft mechanics,essential
aircraft assembly inspector,engineering processes,essential
aircraft assembly inspector,common aviation safety regulations,essential
aircraft assembly inspector,mechanics,essential
aircraft assembly inspector,create solutions to problems,essential
aircraft assembly inspector,inspect aircraft manufacturing,essential
aircraft assembly inspector,inspect quality of products,essential
aircraft assembly inspector,operate precision measuring equipment,essential
aircraft assembly inspector,read standard blueprints,essential
aircraft assembly inspector,use testing equipment,essential
aircraft assembly inspector,read engineering drawings,essential
aircraft assembly inspector,conduct performance tests,essential
aircraft assembly inspector,write inspection reports,essential
aircraft assembly inspector,use technical documentation,essential
aircraft assembly inspector,engineering principles,optional
aircraft assembly inspector,electromechanics,optional
aircraft assembly inspector,defense system,optional
aircraft assembly inspector,prepare audit activities,optional
aircraft assembly inspector,inspect aircraft for airworthiness,optional
aircraft assembly inspector,issue licences,optional
aircraft assembly inspector,perform test run,optional
aircraft assembly inspector,supervise staff,optional
aircraft assembly inspector,maintain test equipment,optional
aircraft assembly inspector,supervise work,optional
aircraft assembly inspector,manage maintenance operations,optional
aircraft assembly inspector,liaise with engineers,optional
aircraft assembly inspector,lead inspections,optional
head pastry chef,food storage,essential
head pastry chef,types of whisks,essential
head pastry chef,maintain personal hygiene standards,essential
head pastry chef,order supplies,essential
head pastry chef,manage budgets,essential
head pastry chef,handle customer complaints,essential
head pastry chef,manage staff,essential
head pastry chef,manage revenue,essential
head pastry chef,recruit employees,essential
head pastry chef,plan menus,essential
head pastry chef,plan shifts of employees,essential
head pastry chef,supervise food quality,essential
head pastry chef,perform procurement processes,essential
head pastry chef,use reheating techniques,essential
head pastry chef,create innovative desserts,essential
head pastry chef,use culinary finishing techniques,essential
head pastry chef,manage stock rotation,essential
head pastry chef,manage medium term objectives,essential
head pastry chef,use cooking techniques,essential
head pastry chef,prepare canapés,optional
head pastry chef,store raw food materials,optional
head pastry chef,prepare bakery products,optional
head pastry chef,assist customers,optional
head pastry chef,handle surveillance equipment,optional
head pastry chef,prepare desserts,optional
head pastry chef,use food cutting tools,optional
head pastry chef,train employees,optional
head pastry chef,create decorative food displays,optional
head pastry chef,compile cooking recipes,optional
head pastry chef,check deliveries on receipt,optional
database developer,query languages,essential
database developer,database development tools,essential
database developer,data storage,essential
database developer,database management systems,essential
database developer,data quality assessment,essential
database developer,use an application-specific interface,essential
database developer,identify customer requirements,essential
database developer,use databases,essential
database developer,write database documentation,essential
database developer,interpret technical texts,essential
database developer,apply information security policies,essential
database developer,balance database resources,essential
database developer,report analysis results,essential
database developer,perform backups,essential
database developer,estimate duration of work,essential
database developer,test ict queries,essential
database developer,create data models,essential
database developer,haskell,optional
database developer,erlang,optional
database developer,sas language,optional
database developer,ruby (computer programming),optional
database developer,common lisp,optional
database developer,lisp,optional
database developer,informatica powercenter,optional
database developer,visual basic,optional
database developer,ibm infosphere datastage,optional
database developer,java (computer programming),optional
database developer,mdx,optional
database developer,computer programming,optional
database developer,oracle warehouse builder,optional
database developer,prolog (computer programming),optional
database developer,openedge advanced business language,optional
database developer,oracle data integrator,optional
database developer,javascript,optional
database developer,db2,optional
database developer,microsoft access,optional
database developer,xquery,optional
database developer,perl,optional
database developer,pentaho data integration,optional
database developer,smalltalk (computer programming),optional
database developer,php,optional
database developer,openedge database,optional
database developer,assembly (computer programming),optional
database developer,data engineering,optional
database developer,objectstore,optional
database developer,c#,optional
database developer,mysql,optional
database developer,triplestore,optional
database developer,r,optional
database developer,groovy,optional
database developer,asp.net,optional
database developer,apl,optional
database developer,sql,optional
database developer,sparql,optional
database developer,wordpress,optional
database developer,sql server integration services,optional
database developer,ibm infosphere information server,optional
database developer,microsoft visual c++,optional
database developer,ibm informix,optional
database developer,typescript,optional
database developer,oracle application development framework,optional
database developer,ajax framework,optional
database developer,qlikview expressor,optional
database developer,coffeescript,optional
database developer,objective-c,optional
database developer,javascript framework,optional
database developer,ml (computer programming),optional
database developer,ldap,optional
database developer,postgresql,optional
database developer,ajax,optional
database developer,c++,optional
database developer,filemaker (database management systems),optional
database developer,sap r3,optional
database developer,swift (computer programming),optional
database developer,sql server,optional
database developer,matlab,optional
database developer,ca datacom/db,optional
database developer,linq,optional
database developer,python (computer programming),optional
database developer,ict infrastructure,optional
database developer,scratch (computer programming),optional
database developer,teradata database,optional
database developer,vbscript,optional
database developer,oracle relational database,optional
database developer,cobol,optional
database developer,hardware architectures,optional
database developer,sas data management,optional
database developer,marklogic,optional
database developer,pascal (computer programming),optional
database developer,abap,optional
database developer,n1ql,optional
database developer,ict power consumption,optional
database developer,sap data services,optional
database developer,scala,optional
database developer,create solutions to problems,optional
database developer,use spreadsheets software,optional
database developer,use software design patterns,optional
database developer,execute analytical mathematical calculations,optional
database developer,manage business knowledge,optional
database developer,perform data mining,optional
database developer,use query languages,optional
database developer,execute ict audits,optional
database developer,execute software tests,optional
database developer,manage digital documents,optional
database developer,address problems critically,optional
database developer,execute integration testing,optional
database developer,integrate system components,optional
database developer,verify formal ict specifications,optional
database developer,use personal organization software,optional
database developer,identify ict security risks,optional
industrial assembly supervisor,production processes,essential
industrial assembly supervisor,manufacturing processes,essential
industrial assembly supervisor,industrial software,essential
industrial assembly supervisor,quality standards,essential
industrial assembly supervisor,industrial engineering,essential
industrial assembly supervisor,industrial design,essential
industrial assembly supervisor,create solutions to problems,essential
industrial assembly supervisor,adjust production schedule,essential
industrial assembly supervisor,manage budgets,essential
industrial assembly supervisor,oversee production requirements,essential
industrial assembly supervisor,manage staff,essential
industrial assembly supervisor,create manufacturing guidelines,essential
industrial assembly supervisor,define manufacturing quality criteria,essential
industrial assembly supervisor,oversee quality control,essential
industrial assembly supervisor,wear appropriate protective gear,essential
industrial assembly supervisor,read standard blueprints,essential
industrial assembly supervisor,oversee assembly operations,essential
industrial assembly supervisor,develop manufacturing policies,essential
industrial assembly supervisor,optimise production,essential
industrial assembly supervisor,plan shifts of employees,essential
industrial assembly supervisor,manage resources,essential
industrial assembly supervisor,meet deadlines,essential
industrial assembly supervisor,supervise work,essential
industrial assembly supervisor,follow production schedule,essential
industrial assembly supervisor,report on production results,essential
industrial assembly supervisor,meet productivity targets,essential
industrial assembly supervisor,train employees,essential
industrial assembly supervisor,communicate production plan,essential
industrial assembly supervisor,liaise with managers,essential
industrial assembly supervisor,control production,essential
industrial assembly supervisor,business management principles,optional
industrial assembly supervisor,total quality control,optional
industrial assembly supervisor,functionalities of machinery,optional
industrial assembly supervisor,conflict management,optional
industrial assembly supervisor,quality assurance methodologies,optional
industrial assembly supervisor,manufacturing plant equipment,optional
industrial assembly supervisor,monitor machine operations,optional
industrial assembly supervisor,motivate employees,optional
industrial assembly supervisor,provide technical documentation,optional
industrial assembly supervisor,perform data analysis,optional
industrial assembly supervisor,monitor manufacturing quality standards,optional
industrial assembly supervisor,arrange equipment repairs,optional
industrial assembly supervisor,recruit personnel,optional
industrial assembly supervisor,adapt production levels,optional
industrial assembly supervisor,improve business processes,optional
industrial assembly supervisor,use cam software,optional
industrial assembly supervisor,disaggregate the production plan,optional
industrial assembly supervisor,plan manufacturing processes,optional
industrial assembly supervisor,evaluate employees work,optional
industrial assembly supervisor,advise on efficiency improvements,optional
industrial assembly supervisor,advise on machinery malfunctions,optional
industrial assembly supervisor,analyse supply chain strategies,optional
industrial assembly supervisor,liaise with quality assurance,optional
industrial assembly supervisor,schedule regular machine maintenance,optional
industrial assembly supervisor,set production facilities standards,optional
industrial assembly supervisor,check material resources,optional
industrial assembly supervisor,manage manufacturing documentation,optional
industrial assembly supervisor,follow manufacturing work schedule,optional
import export manager in household goods,embargo regulations,essential
import export manager in household goods,consumer goods industry,essential
import export manager in household goods,export control principles,essential
import export manager in household goods,international commercial transactions rules,essential
import export manager in household goods,international business,essential
import export manager in household goods,international import export regulations,essential
import export manager in household goods,household products,essential
import export manager in household goods,create solutions to problems,essential
import export manager in household goods,apply conflict management,essential
import export manager in household goods,monitor international market performance,essential
import export manager in household goods,speak different languages,essential
import export manager in household goods,set import export strategies,essential
import export manager in household goods,control trade commercial documentation,essential
import export manager in household goods,ensure customs compliance,essential
import export manager in household goods,conduct performance measurement,essential
import export manager in household goods,comprehend financial business terminology,essential
import export manager in household goods,meet deadlines,essential
import export manager in household goods,manage processes,essential
import export manager in household goods,produce sales reports,essential
import export manager in household goods,have computer literacy,essential
import export manager in household goods,maintain financial records,essential
import export manager in household goods,direct distribution operations,essential
quarry manager,mine safety legislation,essential
quarry manager,mining engineering,essential
quarry manager,manage mining plant equipment,essential
quarry manager,optimise financial performance,essential
quarry manager,manage emergency procedures,essential
quarry manager,oversee mine planning activities,essential
quarry manager,communicate on minerals issues,essential
quarry manager,manage commercial risks,essential
quarry manager,identify process improvements,essential
quarry manager,supervise staff,essential
quarry manager,monitor mine production,essential
quarry manager,evaluate mine development projects,essential
quarry manager,inspect mine safety conditions,essential
quarry manager,monitor mine costs,essential
quarry manager,business management principles,optional
quarry manager,business analysis,optional
quarry manager,economics,optional
quarry manager,geology,optional
quarry manager,mechanical engineering,optional
quarry manager,communicate with customers,optional
quarry manager,forecast organisational risks,optional
quarry manager,investigate mine accidents,optional
quarry manager,liaise with geology professionals,optional
quarry manager,apply transportation management concepts,optional
quarry manager,adhere to organisational guidelines,optional
quarry manager,address problems critically,optional
quarry manager,train mine engineers,optional
remote sensing technician,geomatics,essential
remote sensing technician,photogrammetry,essential
remote sensing technician,surveying,essential
remote sensing technician,geographic information systems,essential
remote sensing technician,mathematics,essential
remote sensing technician,geodesy,essential
remote sensing technician,remote sensing techniques,essential
remote sensing technician,geography,essential
remote sensing technician,interpret visual literacy,essential
remote sensing technician,execute analytical mathematical calculations,essential
remote sensing technician,collect real-time geolocation information,essential
remote sensing technician,keep task records,essential
remote sensing technician,use geographic information systems,essential
remote sensing technician,study aerial photos,essential
remote sensing technician,log transmitter readings,essential
remote sensing technician,collect data using gps,essential
remote sensing technician,study radar images,essential
remote sensing technician,computer simulation,optional
remote sensing technician,engineering principles,optional
remote sensing technician,cartography,optional
remote sensing technician,topography,optional
remote sensing technician,civil engineering,optional
remote sensing technician,geophysics,optional
remote sensing technician,geology,optional
remote sensing technician,earth science,optional
remote sensing technician,operate remote sensing equipment,optional
remote sensing technician,collect mapping data,optional
remote sensing technician,compile gis-data,optional
remote sensing technician,develop geological databases,optional
remote sensing technician,create strategic maps,optional
remote sensing technician,apply digital mapping,optional
remote sensing technician,research remote sensing technologies,optional
remote sensing technician,create thematic maps,optional
remote sensing technician,use cad software,optional
remote sensing technician,interpret geophysical data,optional
remote sensing technician,create gis reports,optional
remote sensing technician,assist scientific research,optional
remote sensing technician,create cadastral maps,optional
remote sensing technician,prepare geological map sections,optional
advertising copywriter,advertising techniques,essential
advertising copywriter,product comprehension,essential
advertising copywriter,copyright legislation,essential
advertising copywriter,follow a brief,essential
advertising copywriter,develop digital content,essential
advertising copywriter,brainstorm ideas,essential
advertising copywriter,identify customer's needs,essential
advertising copywriter,develop creative ideas,essential
advertising copywriter,create advertisements,essential
advertising copywriter,write to a deadline,essential
advertising copywriter,typography,optional
advertising copywriter,printing techniques,optional
advertising copywriter,social media marketing techniques,optional
advertising copywriter,types of media,optional
advertising copywriter,desktop publishing,optional
advertising copywriter,analyse cultural trends,optional
advertising copywriter,manage budgets,optional
advertising copywriter,create storyboards,optional
advertising copywriter,apply desktop publishing techniques,optional
advertising copywriter,proofread text,optional
advertising copywriter,evaluate advertising campaign,optional
advertising copywriter,analyse consumer buying trends,optional
advertising copywriter,draft press releases,optional
advertising copywriter,use word processing software,optional
advertising copywriter,perform media outlets research,optional
advertising copywriter,conduct search engine optimisation,optional
advertising copywriter,coordinate advertising campaigns,optional
advertising copywriter,develop media strategy,optional
advertising copywriter,give live presentation,optional
advertising copywriter,practice humour,optional
advertising copywriter,perform market research,optional
special effects artist,digital compositing,essential
special effects artist,graphic design,essential
special effects artist,motion graphics,essential
special effects artist,computer equipment,essential
special effects artist,ict software specifications,essential
special effects artist,multimedia systems,essential
special effects artist,computer graphics,essential
special effects artist,digital arts,essential
special effects artist,follow work schedule,essential
special effects artist,follow a brief,essential
special effects artist,finish project within budget,essential
special effects artist,analyse a script,essential
special effects artist,study media sources,essential
special effects artist,provide multimedia content,essential
special effects artist,create moving images,essential
special effects artist,develop animations,essential
special effects artist,design graphics,essential
special effects artist,adobe photoshop,optional
special effects artist,motion capture,optional
special effects artist,adobe illustrator,optional
special effects artist,gimp (graphics editor software),optional
special effects artist,3d lighting,optional
special effects artist,sketchbook pro,optional
special effects artist,microsoft visio,optional
special effects artist,graphics editor software,optional
special effects artist,synfig,optional
special effects artist,copyright legislation,optional
special effects artist,manage feedback,optional
special effects artist,consult with production director,optional
special effects artist,convert into animated object,optional
special effects artist,manage portfolio,optional
special effects artist,render 3d images,optional
ict consultant,visual presentation techniques,essential
ict consultant,ict sales methodologies,essential
ict consultant,ict system integration,essential
ict consultant,identify customer requirements,essential
ict consultant,create project specifications,essential
ict consultant,provide ict consulting advice,essential
ict consultant,provide user documentation,essential
ict consultant,manage ict project,essential
ict consultant,identify technological needs,essential
ict consultant,analyse ict system,essential
ict consultant,monitor system performance,essential
ict consultant,manage contracts,essential
ict consultant,solve ict system problems,essential
ict consultant,define technical requirements,essential
ict consultant,verify formal ict specifications,essential
ict consultant,analyse software specifications,essential
ict consultant,systems development life-cycle,optional
ict consultant,agile project management,optional
ict consultant,emergent technologies,optional
ict consultant,software components libraries,optional
ict consultant,hardware components,optional
ict consultant,game theory,optional
ict consultant,ict project management methodologies,optional
ict consultant,process-based management,optional
ict consultant,lean project management,optional
ict consultant,copyright legislation,optional
ict consultant,ict process quality models,optional
ict consultant,use e-services,optional
ict consultant,maintain relationship with customers,optional
ict consultant,keep task records,optional
ict consultant,identify ict user needs,optional
director of compliance and information security,information security strategy,essential
director of compliance and information security,ict security standards,essential
director of compliance and information security,ict security legislation,essential
director of compliance and information security,cyber security,essential
director of compliance and information security,manage it security compliances,essential
director of compliance and information security,cooperate with colleagues,essential
director of compliance and information security,implement ict security policies,essential
director of compliance and information security,lead a team,essential
director of compliance and information security,implement ict risk management,essential
director of compliance and information security,ensure compliance with policies,essential
director of compliance and information security,keep up-to-date with regulations,essential
crane crew supervisor,mechanical tools,essential
crane crew supervisor,mechanical systems,essential
crane crew supervisor,crane load charts,essential
crane crew supervisor,monitor stock level,essential
crane crew supervisor,inspect construction supplies,essential
crane crew supervisor,ensure equipment availability,essential
crane crew supervisor,plan resource allocation,essential
crane crew supervisor,plan shifts of employees,essential
crane crew supervisor,evaluate employees work,essential
crane crew supervisor,supervise staff,essential
crane crew supervisor,process incoming construction supplies,essential
crane crew supervisor,interpret 3d plans,essential
crane crew supervisor,interpret 2d plans,essential
crane crew supervisor,liaise with managers,essential
crane crew supervisor,coordinate construction activities,essential
crane crew supervisor,construction product regulation,optional
crane crew supervisor,cost management,optional
crane crew supervisor,electricity,optional
crane crew supervisor,set up tower crane,optional
crane crew supervisor,work ergonomically,optional
crane crew supervisor,provide first aid,optional
crane crew supervisor,rig loads,optional
crane crew supervisor,recruit employees,optional
crane crew supervisor,transport construction supplies,optional
crane crew supervisor,inspect construction sites,optional
crane crew supervisor,report defective manufacturing materials,optional
crane crew supervisor,operate tower crane,optional
crane crew supervisor,provide technical expertise,optional
crane crew supervisor,secure heavy construction equipment,optional
crane crew supervisor,train employees,optional
chemical plant control room operator,optimise production processes parameters,essential
chemical plant control room operator,create incident reports,essential
chemical plant control room operator,control minor maintenance,essential
chemical plant control room operator,react to mining emergencies,essential
chemical plant control room operator,monitor manufacturing impact,essential
chemical plant control room operator,control production flow remotely,essential
chemical plant control room operator,use communication equipment,essential
chemical plant control room operator,monitor plant production,essential
chemical plant control room operator,good manufacturing practices,optional
chemical plant control room operator,manufacturing plant equipment,optional
chemical plant control room operator,sales strategies,optional
chemical plant control room operator,manage administrative systems,optional
chemical plant control room operator,manage data,optional
chemical plant control room operator,report on production results,optional
chemical plant control room operator,train employees,optional
motor vehicle shop manager,car controls,essential
motor vehicle shop manager,types of vehicles,essential
motor vehicle shop manager,sales activities,essential
motor vehicle shop manager,employment law,essential
motor vehicle shop manager,set up pricing strategies,essential
motor vehicle shop manager,order supplies,essential
motor vehicle shop manager,manage budgets,essential
motor vehicle shop manager,maintain relationship with customers,essential
motor vehicle shop manager,manage staff,essential
motor vehicle shop manager,maintain relationship with suppliers,essential
motor vehicle shop manager,use different communication channels,essential
motor vehicle shop manager,order vehicles,essential
motor vehicle shop manager,recruit employees,essential
motor vehicle shop manager,obtain relevant licenses,essential
motor vehicle shop manager,oversee promotional sales prices,essential
motor vehicle shop manager,ensure correct goods labelling,essential
motor vehicle shop manager,negotiate sales contracts,essential
motor vehicle shop manager,develop dealership forecasts,essential
motor vehicle shop manager,negotiate with stakeholders,essential
motor vehicle shop manager,measure customer feedback,essential
motor vehicle shop manager,perform procurement processes,essential
motor vehicle shop manager,maximise sales revenues,essential
motor vehicle shop manager,adhere to organisational guidelines,essential
motor vehicle shop manager,ensure client orientation,essential
motor vehicle shop manager,set sales goals,essential
motor vehicle shop manager,operate dealership management system,essential
motor vehicle shop manager,supervise merchandise displays,essential
motor vehicle shop manager,monitor customer service,essential
motor vehicle shop manager,manage theft prevention,essential
motor vehicle shop manager,negotiate buying conditions,essential
motor vehicle shop manager,advise on vehicle characteristics,optional
motor vehicle shop manager,execute marketing plan,optional
lieutenant,military code,essential
lieutenant,military combat techniques,essential
lieutenant,military weaponry,essential
lieutenant,military drill,essential
lieutenant,surveillance methods,essential
lieutenant,lead military troops,essential
lieutenant,manage administrative systems,essential
lieutenant,train military troops,essential
lieutenant,instruct in military duties,essential
lieutenant,write situation reports,essential
lieutenant,ensure compliance with policies,essential
lieutenant,maintain operational communications,essential
lieutenant,geographic information systems,optional
lieutenant,camouflage,optional
lieutenant,operate radio equipment,optional
lieutenant,perform military operations,optional
lieutenant,undertake inspections,optional
lieutenant,manage troop deployment,optional
lieutenant,give battle commands,optional
lieutenant,ensure information security,optional
lieutenant,devise military tactics,optional
lieutenant,monitor equipment condition,optional
lieutenant,identify security threats,optional
lieutenant,patrol areas,optional
sheep breeder,livestock reproduction,essential
sheep breeder,signs of animal illness,essential
sheep breeder,animal nutrition,essential
sheep breeder,animal welfare legislation,essential
sheep breeder,livestock species,essential
sheep breeder,health and safety regulations,essential
sheep breeder,control animal movement,essential
sheep breeder,manage animal biosecurity,essential
sheep breeder,provide nutrition to animals,essential
sheep breeder,feed livestock,essential
sheep breeder,monitor livestock,essential
sheep breeder,maintain professional records,essential
sheep breeder,create animal records,essential
sheep breeder,maintain animal accommodation hygienic,essential
sheep breeder,apply animal hygiene practices,essential
sheep breeder,care for juvenile animals,essential
sheep breeder,process dairy farm products,essential
sheep breeder,dispose of dead animals,essential
sheep breeder,operate farm equipment,essential
sheep breeder,manage livestock,essential
sheep breeder,assist animal birth,essential
sheep breeder,breed sheep,essential
sheep breeder,select livestock,essential
sheep breeder,conduct shearing of wool,essential
sheep breeder,administer treatment to animals,essential
sheep breeder,animal welfare,optional
sheep breeder,computerised feeding systems,optional
sheep breeder,assess management of animals,optional
sheep breeder,assess animal nutrition,optional
sheep breeder,advise on animal purchase,optional
sheep breeder,maintain equipment,optional
sheep breeder,breed goats,optional
sheep breeder,work with veterinarians,optional
sheep breeder,assess animal behaviour,optional
sheep breeder,advise on animal welfare,optional
aircraft maintenance coordinator,airport planning,essential
aircraft maintenance coordinator,airport safety regulations,essential
aircraft maintenance coordinator,manage human resources,essential
aircraft maintenance coordinator,report airport security incidents,essential
aircraft maintenance coordinator,detect bottlenecks,essential
aircraft maintenance coordinator,identify airport safety hazards,essential
aircraft maintenance coordinator,manage airport workshops,essential
aircraft maintenance coordinator,use technical documentation,essential
aircraft maintenance coordinator,manage airport development resources,essential
aircraft maintenance coordinator,perform resource planning,essential
aircraft maintenance coordinator,quality assurance procedures,optional
aircraft maintenance coordinator,aircraft cargo capacity,optional
aircraft maintenance coordinator,aircraft mechanics,optional
aircraft maintenance coordinator,financial capability,optional
aircraft maintenance coordinator,perform risk analysis,optional
aircraft maintenance coordinator,apply numeracy skills,optional
aircraft maintenance coordinator,wear appropriate protective gear,optional
"import export manager in fish, crustaceans and molluscs",embargo regulations,essential
"import export manager in fish, crustaceans and molluscs",export control principles,essential
"import export manager in fish, crustaceans and molluscs",international commercial transactions rules,essential
"import export manager in fish, crustaceans and molluscs",food hygiene rules,essential
"import export manager in fish, crustaceans and molluscs",international import export regulations,essential
"import export manager in fish, crustaceans and molluscs",create solutions to problems,essential
"import export manager in fish, crustaceans and molluscs",apply conflict management,essential
"import export manager in fish, crustaceans and molluscs",monitor international market performance,essential
"import export manager in fish, crustaceans and molluscs",speak different languages,essential
"import export manager in fish, crustaceans and molluscs",set import export strategies,essential
"import export manager in fish, crustaceans and molluscs",control trade commercial documentation,essential
"import export manager in fish, crustaceans and molluscs",ensure customs compliance,essential
"import export manager in fish, crustaceans and molluscs",conduct performance measurement,essential
"import export manager in fish, crustaceans and molluscs",comprehend financial business terminology,essential
"import export manager in fish, crustaceans and molluscs",meet deadlines,essential
